0,2.85156
1,2.84668
2,2.84668
3,2.84668
4,2.84668
5,2.84668
6,2.84668
7,2.84668
8,2.84668
9,2.84668
10,2.84668
11,2.84668
12,2.84668
13,2.84668
14,2.84668
15,2.84668
16,2.8418
17,2.8418
18,2.8418
19,2.8418
20,2.8418
21,2.8418
22,2.8418
23,2.8418
24,2.8418
25,2.8418
26,2.85645
27,2.88574
28,2.86621
29,2.74414
30,2.74902
31,2.79297
32,2.8125
33,2.81738
34,2.82715
35,2.83203
36,2.83203
37,2.83691
38,2.83691
39,2.83691
40,2.83203
41,2.83203
42,2.83691
43,2.83203
44,2.82715
45,2.82715
46,2.82715
47,2.82715
48,2.82227
49,2.82227
50,2.82227
51,2.82227
52,2.82227
53,2.82227
54,2.82227
55,2.81738
56,2.81738
57,2.81738
58,2.81738
59,2.81738
60,2.81738
61,2.81738
62,2.8125
63,2.8125
64,2.8125
65,2.8125
66,2.8125
67,2.8125
68,2.8125
69,2.8125
70,2.8125
71,2.8125
72,2.8125
73,2.8125
74,2.8125
75,2.8125
76,2.8125
77,2.8125
78,2.8125
79,2.8125
80,2.8125
81,2.8125
82,2.8125
83,2.8125
84,2.8125
85,2.8125
86,2.8125
87,2.8125
88,2.81738
89,2.8125
90,2.8125
91,2.8125
92,2.8125
93,2.80762
94,2.80762
95,2.80762
96,2.80762
97,2.80762
98,2.80762
99,2.80762
100,2.80762
101,2.80762
102,2.80762
103,2.80762
104,2.80273
105,2.80762
106,2.80762
107,2.80273
108,2.80762
109,2.80273
110,2.80273
111,2.80273
112,2.80273
113,2.80273
114,2.80273
115,2.80273
116,2.80273
117,2.80273
118,2.80273
119,2.80273
120,2.80273
121,2.80273
122,2.79785
123,2.80273
124,2.80273
125,2.79785
126,2.79785
127,2.79785
128,2.79785
129,2.79785
130,2.79785
131,2.79785
132,2.79785
133,2.79785
134,2.79785
